"","INDEX","WELLNAME","MD","TVD","ZENITH"
"COLUMN_LABELS","Индекс","Имя_скважины","Глубина_по_стволу","Глубина_по_вертикали","Зенитный_угол"
"11_1010_AR","11","1010_AR","3250","2996.93","48.109103546736"
"12_1010_AR","12","1010_AR","3310","3031.4","54.935375593696"
"13_1010_AR","13","1010_AR","3370","3061.08","60.352227636489"
"14_1010_AR","14","1010_AR","3440","3090.17","65.444692784466"
"15_1010_AR","15","1010_AR","3460","3095.57","74.335733148626"
"16_1010_AR","16","1010_AR","3480","3098.87","80.502765531484"
"17_1010_AR","17","1010_AR","3500","3099.98","86.818449480797"
"18_1010_AR","18","1010_AR","4000","3094.93","90.578697212184"
"19_1010_AR","19","1010_AR","4003","3094.83","91.910213171708"
"0_1011_AR","0","1011_AR","0","0","0.45296408853906"
"1_1011_AR","1","1011_AR","320","319.99","0.45296408853906"
"2_1011_AR","2","1011_AR","330","329.99","0"
"3_1011_AR","3","1011_AR","430","429.93","1.9848832761194"
"4_1011_AR","4","1011_AR","540","539.49","5.1264000819477"
"5_1011_AR","5","1011_AR","640","638.41","8.4283225817715"
"6_1011_AR","6","1011_AR","780","775.78","11.123301730528"
"7_1011_AR","7","1011_AR","890","882.57","13.875723120304"
"8_1011_AR","8","1011_AR","1210","1188.33","17.157003783264"
"9_1011_AR","9","1011_AR","1350","1319.78","20.127604513008"
"10_1011_AR","10","1011_AR","1530","1487.49","21.295110666978"
"11_1011_AR","11","1011_AR","1640","1592.82","16.755149607722"
"12_1011_AR","12","1011_AR","2630","2545.99","15.677490870501"
"13_1011_AR","13","1011_AR","2760","2673.74","10.675435391823"
"14_1011_AR","14","1011_AR","2930","2841.94","8.345135047331"
"15_1011_AR","15","1011_AR","3190","3101.44","3.5539030934844"
"16_1011_AR","16","1011_AR","3200","3111.43","2.5625587331512"
"0_1012_AR","0","1012_AR","0","0","0.47581691762195"
"1_1012_AR","1","1012_AR","290","289.99","0.47581691762195"
"2_1012_AR","2","1012_AR","300","299.99","0"
"3_1012_AR","3","1012_AR","510","509.97","0.79076315873555"
"4_1012_AR","4","1012_AR","550","549.78","5.5867146952089"
"5_1012_AR","5","1012_AR","640","639.03","7.4019996877131"
"6_1012_AR","6","1012_AR","680","678.33","10.734752666446"
"7_1012_AR","7","1012_AR","820","814.78","12.930335419139"
"8_1012_AR","8","1012_AR","960","950.73","13.815088814078"
"9_1012_AR","9","1012_AR","1060","1049.17","10.133655449568"
"10_1012_AR","10","1012_AR","1190","1177.63","8.8278709389108"
"11_1012_AR","11","1012_AR","1220","1207.54","4.4392222748465"
"12_1012_AR","12","1012_AR","1260","1247.5","2.562558733122"
"13_1012_AR","13","1012_AR","3040","3027.31","0.83715965963791"
"14_1012_AR","14","1012_AR","3100","3087.23","2.9590701791945"
"15_1012_AR","15","1012_AR","3120","3107.2","3.1386114987651"
"16_1012_AR","16","1012_AR","3260","3246.98","3.2124904190655"
"17_1012_AR","17","1012_AR","3266","3252.97","3.3084329856888"
"0_1013_AR","0","1013_AR","0","0","0.45296408853906"
"1_1013_AR","1","1013_AR","320","319.99","0.45296408853906"
"2_1013_AR","2","1013_AR","330","329.98","2.562558733122"
"3_1013_AR","3","1013_AR","420","419.46","6.1620805907787"
"4_1013_AR","4","1013_AR","500","497.43","12.934906982139"
"5_1013_AR","5","1013_AR","580","572.67","19.864304894601"
"6_1013_AR","6","1013_AR","1450","1349.11","26.816013306948"
"7_1013_AR","7","1013_AR","1550","1446.87","12.149983057978"
"8_1013_AR","8","1013_AR","1700","1594.1","11.028145579071"
"9_1013_AR","9","1013_AR","1790","1678.28","20.717935854505"
"10_1013_AR","10","1013_AR","1910","1784.47","27.758731983393"
"11_1013_AR","11","1013_AR","2000","1858.51","34.647364830415"
"12_1013_AR","12","1013_AR","2110","1939.26","42.769545167894"
"13_1013_AR","13","1013_AR","3130","2663.84","44.734764971689"
"14_1013_AR","14","1013_AR","3240","2756.13","32.965327740597"
"15_1013_AR","15","1013_AR","3390","2889.44","27.285492821468"
"16_1013_AR","16","1013_AR","3520","3011.12","20.609692937532"
"17_1013_AR","17","1013_AR","3580","3068.98","15.348581192206"
"18_1013_AR","18","1013_AR","3583","3071.89","14.069867747584"
"0_1017_AR","0","1017_AR","0","0","0.52303833093495"
"1_1017_AR","1","1017_AR","240","239.99","0.52303833093495"
"2_1017_AR","2","1017_AR","250","249.99","0"
"3_1017_AR","3","1017_AR","370","369.9","2.219194713031"
"4_1017_AR","4","1017_AR","420","419.44","7.7779485501793"
"5_1017_AR","5","1017_AR","460","458.57","11.971748298358"
"6_1017_AR","6","1017_AR","500","497.01","16.054308074274"
"7_1017_AR","7","1017_AR","540","534.58","20.074017230812"
"8_1017_AR","8","1017_AR","580","571.06","24.216783413293"
"9_1017_AR","9","1017_AR","620","606.24","28.417892572822"
"10_1017_AR","10","1017_AR","660","639.88","32.754131716068"
"11_1017_AR","11","1017_AR","710","679.83","36.965284787526"
"12_1017_AR","12","1017_AR","3420","2771.28","39.488452193479"
"13_1017_AR","13","1017_AR","3480","2821.95","32.381595473487"
"14_1017_AR","14","1017_AR","3510","2848.66","27.084836679628"
"15_1017_AR","15","1017_AR","3560","2894.74","22.838876675516"
"16_1017_AR","16","1017_AR","3640","2970.55","18.62574405817"
"17_1017_AR","17","1017_AR","3700","3028.27","15.845807549752"
"18_1017_AR","18","1017_AR","3710","3037.91","15.420570792993"
"0_1019_AR","0","1019_AR","0","0","0.5124707395061"
"1_1019_AR","1","1019_AR","350","349.986","0.5124707395061"
"2_1019_AR","2","1019_AR","360","359.972","3.032161497666"
"3_1019_AR","3","1019_AR","450","449.361","6.68010032701"
"4_1019_AR","4","1019_AR","510","507.909","12.630631138715"
"5_1019_AR","5","1019_AR","560","555.416","18.169165723995"
"6_1019_AR","6","1019_AR","610","600.707","25.066049302645"
"7_1019_AR","7","1019_AR","660","643.34","31.497824809336"
"8_1019_AR","8","1019_AR","730","698.342","38.210564245408"
"9_1019_AR","9","1019_AR","1460","1248.04","41.148126051432"
"10_1019_AR","10","1019_AR","2870","2464.06","30.409977882691"
"11_1019_AR","11","1019_AR","3070","2640.41","28.145809206243"
"12_1019_AR","12","1019_AR","3140","2695.53","38.054147329362"
"13_1019_AR","13","1019_AR","3260","2782.09","43.835327097334"
"14_1019_AR","14","1019_AR","3320","2820.33","50.406740931817"
"15_1019_AR","15","1019_AR","3400","2865.47","55.649773832308"
"16_1019_AR","16","1019_AR","3680","2996.34","62.134806096216"
"17_1019_AR","17","1019_AR","3840","3057.98","67.340738556904"
"18_1019_AR","18","1019_AR","3870","3067.4","71.699544733308"
"19_1019_AR","19","1019_AR","3875","3068.91","72.422232566756"
"0_101_KULG","0","101_KULG","0","0","0.73969046967378"
"1_101_KULG","1","101_KULG","120","119.99","0.73969046967378"
"2_101_KULG","2","101_KULG","130","129.99",""
"3_101_KULG","3","101_KULG","420","419.9","1.4274835702794"
"4_101_KULG","4","101_KULG","480","479.61","5.6355470942032"
"5_101_KULG","5","101_KULG","510","509.14","10.155342219056"
"6_101_KULG","6","101_KULG","540","538.23","14.148215152282"
"7_101_KULG","7","101_KULG","600","595.46","17.477811107088"
"8_101_KULG","8","101_KULG","650","641.93","21.658521682107"
"9_101_KULG","9","101_KULG","690","677.89","25.973068557924"
"10_101_KULG","10","101_KULG","1280","1194.43","28.896799026684"
"11_101_KULG","11","101_KULG","1310","1222.28","21.82351511275"
"12_101_KULG","12","101_KULG","1380","1288.66","18.506849777604"
"13_101_KULG","13","101_KULG","1510","1414.15","15.136234393089"
"14_101_KULG","14","101_KULG","1940","1834.97","11.860429742398"
"15_101_KULG","15","101_KULG","2590","2477.31","8.8048661979342"
"16_101_KULG","16","101_KULG","2930","2815.99","5.0503996296992"
"17_101_KULG","17","101_KULG","3170","3055.74","2.6154096396953"
"18_101_KULG","18","101_KULG","3180","3065.73","2.5625587330928"
"0_101_URM","0","101_URM","0","0","0.82325714462954"
"1_101_URM","1","101_URM","620","619.936","0.82325714462954"
"2_101_URM","2","101_URM","630","629.924","2.80718925111"
"3_101_URM","3","101_URM","680","679.754","4.7260707156012"
"4_101_URM","4","101_URM","710","709.486","7.6642248748329"
"5_101_URM","5","101_URM","740","738.956","10.785900179224"
"6_101_URM","6","101_URM","760","758.37","13.903930407119"
"7_101_URM","7","101_URM","790","787.161","16.321480713375"
"8_101_URM","8","101_URM","820","815.541","18.915092797282"
"9_101_URM","9","101_URM","860","852.71","21.685672827925"
"10_101_URM","10","101_URM","890","879.96","24.723962840682"
"11_101_URM","11","101_URM","920","906.449","27.997672083838"
"12_101_URM","12","101_URM","2440","2243.94","28.366285762958"
"13_101_URM","13","101_URM","2790","2558.08","26.163056845719"
"14_101_URM","14","101_URM","2890","2650.61","22.286364019515"
"15_101_URM","15","101_URM","3060","2811.21","19.142508928754"
"16_101_URM","16","101_URM","3160","2907.28","16.116345905121"
"17_101_URM","17","101_URM","3230","2975.29","13.694602076622"
"18_101_URM","18","101_URM","3290","3034.14","11.235878659432"
"19_101_URM","19","101_URM","3320","3063.63","10.57984409612"
"0_103_URM","0","103_URM","0","0","0.77258198631832"
"1_103_URM","1","103_URM","220","219.98","0.77258198631832"
"2_103_URM","2","103_URM","230","229.96","3.6243074940063"
"3_103_URM","3","103_URM","260","259.76","6.6196277952842"
"4_103_URM","4","103_URM","380","377.84","10.263095898623"
"5_103_URM","5","103_URM","440","436.07","13.951538451882"
"6_103_URM","6","103_URM","500","493.06","18.225429773384"
"7_103_URM","7","103_URM","530","520.63","23.219676157229"
"8_103_URM","8","103_URM","610","591.77","27.220846986794"
"9_103_URM","9","103_URM","650","625.89","31.460519195825"
"10_103_URM","10","103_URM","1170","1065.33","32.319821514819"
"11_103_URM","11","103_URM","1590","1429.31","29.931903320848"
"12_103_URM","12","103_URM","2600","2265.54","34.111223681846"
"13_103_URM","13","103_URM","2900","2528.55","28.753187000421"
"14_103_URM","14","103_URM","3110","2721.22","23.440136840349"
"15_103_URM","15","103_URM","3250","2852.39","20.458013369396"
"16_103_URM","16","103_URM","3400","2996.57","16.012819519024"
"17_103_URM","17","103_URM","3420","3015.92","14.647469308362"
"18_103_URM","18","103_URM","3427","3022.7","14.402702821064"
"0_104_KULG","0","104_KULG","0","0","0.4931250772483"
"1_104_KULG","1","104_KULG","270","269.99","0.4931250772483"
"2_104_KULG","2","104_KULG","280","279.99","0"
"3_104_KULG","3","104_KULG","330","329.9","3.4382626417563"
"4_104_KULG","4","104_KULG","410","409.35","6.7223808016992"
"5_104_KULG","5","104_KULG","480","477.92","11.601088725401"
"6_104_KULG","6","104_KULG","2430","2372.28","13.719932850488"
"7_104_KULG","7","104_KULG","2510","2447.93","18.981261784389"
"8_104_KULG","8","104_KULG","2550","2484.12","25.21036671494"
"9_104_KULG","9","104_KULG","2590","2518.74","30.060152159515"
"10_104_KULG","10","104_KULG","2680","2592.62","34.826125821391"
"11_104_KULG","11","104_KULG","2770","2663.31","38.23819735881"
"12_104_KULG","12","104_KULG","2810","2692.13","43.904223195413"
"13_104_KULG","13","104_KULG","2940","2777.29","49.074517073039"
"14_104_KULG","14","104_KULG","3190","2930.18","52.297613204653"
"15_104_KULG","15","104_KULG","3230","2951.24","58.230722489205"
"16_104_KULG","16","104_KULG","3270","2969.36","63.063675631218"
"17_104_KULG","17","104_KULG","3320","2987.85","68.296716702893"
"18_104_KULG","18","104_KULG","3590","3074.83","71.207114366083"
"19_104_KULG","19","104_KULG","3592","3075.43","72.542396876281"
"0_106_KULG","0","106_KULG","0","0","1.2225128472918"
"1_106_KULG","1","106_KULG","311.92","311.849","1.2225128472918"
"2_106_KULG","2","106_KULG","336.72","336.506","6.1558596935448"
"3_106_KULG","3","106_KULG","386.4","385.471","9.7324482958521"
"4_106_KULG","4","106_KULG","436.21","433.745","14.265840553395"
"5_106_KULG","5","106_KULG","461.06","457.296","18.607552444188"
"6_106_KULG","6","106_KULG","535.57","526.872","20.967956885689"
"7_106_KULG","7","106_KULG","1579.86","1501.19","21.093300253772"
"8_106_KULG","8","106_KULG","1654.42","1569.65","23.337587566312"
"9_106_KULG","9","106_KULG","1728.4","1639.82","18.468204232381"
"10_106_KULG","10","106_KULG","1753.8","1664.47","13.958086137997"
"11_106_KULG","11","106_KULG","1977.28","1881.3","14.012382107439"
"12_106_KULG","12","106_KULG","2026.93","1928.03","19.747913852635"
"13_106_KULG","13","106_KULG","2449.39","2320.13","21.854030869667"
"14_106_KULG","14","106_KULG","2821.99","2662.63","23.188219481013"
"15_106_KULG","15","106_KULG","3021.06","2850.5","19.310843460209"
"16_106_KULG","16","106_KULG","3195.28","3009.48","24.14343105383"
"17_106_KULG","17","106_KULG","3257.4","3068.53","18.088231633706"
"18_106_KULG","18","106_KULG","3290.89","3100.65","16.444931566784"
"19_106_KULG","19","106_KULG","3307","3116.08","16.706439456742"
"0_106_URM","0","106_URM","0","0","0.4931250772483"
"1_106_URM","1","106_URM","270","269.99","0.4931250772483"
"2_106_URM","2","106_URM","280","279.98","2.562558733122"
"3_106_URM","3","106_URM","340","339.72","5.3358748186418"
"4_106_URM","4","106_URM","390","389","9.7351222814146"
"5_106_URM","5","106_URM","430","427.62","15.093979219257"
"6_106_URM","6","106_URM","470","465.22","19.948443588803"
"7_106_URM","7","106_URM","510","501.66","24.356088036182"
"8_106_URM","8","106_URM","2880","2616.86","26.812243354135"
"9_106_URM","9","106_URM","2930","2658.79","33.007422975447"
"10_106_URM","10","106_URM","2990","2706.72","36.981162130639"
"11_106_URM","11","106_URM","3100","2789.28","41.362351042021"
"12_106_URM","12","106_URM","3140","2816.77","46.587185171422"
"13_106_URM","13","106_URM","3190","2848.16","51.112003607888"
"14_106_URM","14","106_URM","3380","2962.25","53.0961696835"
"15_106_URM","15","106_URM","3410","2976.74","61.118479251092"
"16_106_URM","16","106_URM","3550","3036.53","64.71815130444"
"17_106_URM","17","106_URM","3640","3068.06","69.492295379564"
"18_106_URM","18","106_URM","3670","3075.93","74.791440951353"
"19_106_URM","19","106_URM","3674.16","3076.72","79.052827174754"
"0_108_URM","0","108_URM","0","0","0.82178570239807"
"1_108_URM","1","108_URM","350","349.964","0.82178570239807"
"2_108_URM","2","108_URM","360","359.933","4.5126404681648"
"3_108_URM","3","108_URM","380","379.774","7.2295178597193"
"4_108_URM","4","108_URM","400","399.419","10.811384265304"
"5_108_URM","5","108_URM","420","418.813","14.140399549757"
"6_108_URM","6","108_URM","440","437.857","17.786761477676"
"7_108_URM","7","108_URM","470","465.744","21.632633291489"
"8_108_URM","8","108_URM","500","492.608","26.431565293309"
"9_108_URM","9","108_URM","2140","1936.32","28.319953711806"
"10_108_URM","10","108_URM","2590","2322.02","31.006250283927"
"11_108_URM","11","108_URM","2630","2358.05","25.743172822863"
"12_108_URM","12","108_URM","2660","2385.93","21.668868794076"
"13_108_URM","13","108_URM","2690","2414.43","18.194872338767"
"14_108_URM","14","108_URM","2730","2453.15","14.533746901084"
"15_108_URM","15","108_URM","2760","2482.7","9.9363670721437"
"16_108_URM","16","108_URM","2790","2512.54","5.9201158162918"
"17_108_URM","17","108_URM","2840","2562.49","2.5625587331278"
"18_108_URM","18","108_URM","3310","3032.42","0.98887890292658"
"19_108_URM","19","108_URM","3372","3094.41","1.0290764104301"
"0_109_URM","0","109_URM","0","0","0.54629589218931"
"1_109_URM","1","109_URM","220","219.99","0.54629589218931"
"2_109_URM","2","109_URM","230","229.99","0"
"3_109_URM","3","109_URM","330","329.96","1.4034893309459"
"4_109_URM","4","109_URM","370","369.73","6.147235790531"
"5_109_URM","5","109_URM","420","419.02","9.6671189116773"
"6_109_URM","6","109_URM","450","447.87","15.915603340063"
"7_109_URM","7","109_URM","510","504.15","20.28164981295"
"8_109_URM","8","109_URM","610","598.3","19.694992917004"
"9_109_URM","9","109_URM","790","771.86","15.372614279676"
"10_109_URM","10","109_URM","1400","1364.92","13.534419078972"
"11_109_URM","11","109_URM","2360","2273.3","18.87454619239"
"12_109_URM","12","109_URM","2480","2384.58","21.977126040244"
"13_109_URM","13","109_URM","2540","2442.08","16.597842135867"
"14_109_URM","14","109_URM","2600","2500.62","12.665520462297"
"15_109_URM","15","109_URM","2660","2559.93","8.6976840907809"
"16_109_URM","16","109_URM","2720","2619.7","5.0183939807354"
"17_109_URM","17","109_URM","2810","2709.57","3.0799264232654"
"18_109_URM","18","109_URM","3210","3109.47","1.28119927075"
"19_109_URM","19","109_URM","3220","3119.47","0"
"0_1104_AR","0","1104_AR","0","0","0.4602120128291"
"1_1104_AR","1","1104_AR","310","309.99","0.4602120128291"
"2_1104_AR","2","1104_AR","320","319.99","0"
"3_1104_AR","3","1104_AR","420","419.84","3.138611498755"
"4_1104_AR","4","1104_AR","570","568.48","7.7212948198485"
"5_1104_AR","5","1104_AR","700","694.8","13.665317032261"
"6_1104_AR","6","1104_AR","850","838.4","16.797257063472"
"7_1104_AR","7","1104_AR","900","884.59","22.511904708337"
"8_1104_AR","8","1104_AR","960","937.98","27.147688904641"
"9_1104_AR","9","1104_AR","3090","2768.42","30.755032172637"
"10_1104_AR","10","1104_AR","3160","2824.85","36.279228045719"
"11_1104_AR","11","1104_AR","3200","2854.68","41.776441248473"
"12_1104_AR","12","1104_AR","3390","2984.73","46.805770557882"
"13_1104_AR","13","1104_AR","3440","3015.04","52.684757505067"
"14_1104_AR","14","1104_AR","3500","3047.91","56.781502809323"
"15_1104_AR","15","1104_AR","3550","3070.93","62.587078217239"
"16_1104_AR","16","1104_AR","3600","3089.22","68.543175639469"
"17_1104_AR","17","1104_AR","3640","3100.03","74.320856155365"
"18_1104_AR","18","1104_AR","3700","3110.69","79.766120861441"
"19_1104_AR","19","1104_AR","3705","3111.4","81.836405804213"
"0_110_URM","0","110_URM","0","0","0.92660608437811"
"1_110_URM","1","110_URM","130","129.983","0.92660608437811"
"2_110_URM","2","110_URM","140","139.97","2.9218395687719"
"3_110_URM","3","110_URM","170","169.889","4.2113106342419"
"4_110_URM","4","110_URM","190","189.702","7.8411977209284"
"5_110_URM","5","110_URM","210","209.331","11.053077852348"
"6_110_URM","6","110_URM","240","238.507","13.459834018986"
"7_110_URM","7","110_URM","270","267.384","15.726462113815"
"8_110_URM","8","110_URM","1270","1221.65","17.39508070729"
"9_110_URM","9","110_URM","1450","1392.91","17.927933556377"
"10_110_URM","10","110_URM","2530","2425.77","16.990768234871"
"11_110_URM","11","110_URM","2570","2464.67","13.46803671003"
"12_110_URM","12","110_URM","2700","2591.71","12.250091064692"
"13_110_URM","13","110_URM","2910","2794.01","15.563575187104"
"14_110_URM","14","110_URM","3070","2947.99","15.766927482908"
"15_110_URM","15","110_URM","3160","3035.45","13.64457322591"
"16_110_URM","16","110_URM","3163.42","3038.77","13.889560970752"
"0_1124_AR_INJ","0","1124_AR_INJ","0","0","0.55915177293532"
"1_1124_AR_INJ","1","1124_AR_INJ","210","209.99","0.55915177293532"
"2_1124_AR_INJ","2","1124_AR_INJ","220","219.99","0"
"3_1124_AR_INJ","3","1124_AR_INJ","340","339.66","4.250143104266"
"4_1124_AR_INJ","4","1124_AR_INJ","410","408.66","9.6963210535207"
"5_1124_AR_INJ","5","1124_AR_INJ","460","456.68","16.178152127008"
"6_1124_AR_INJ","6","1124_AR_INJ","510","502.65","23.161476939164"
"7_1124_AR_INJ","7","1124_AR_INJ","2980","2670.49","28.637675511384"
"8_1124_AR_INJ","8","1124_AR_INJ","3050","2726.61","36.7058821867"
"9_1124_AR_INJ","9","1124_AR_INJ","3120","2778.8","41.791796182994"
"10_1124_AR_INJ","10","1124_AR_INJ","3230","2852.4","48.003060549086"
"11_1124_AR_INJ","11","1124_AR_INJ","3310","2899.6","53.842991799001"
"12_1124_AR_INJ","12","1124_AR_INJ","3530","3014.02","58.66165030322"
"13_1124_AR_INJ","13","1124_AR_INJ","3660","3065.84","66.508352019949"
"14_1124_AR_INJ","14","1124_AR_INJ","3820","3111.48","73.42620713675"
"15_1124_AR_INJ","15","1124_AR_INJ","3900","3125.38","79.994075957345"
"16_1124_AR_INJ","16","1124_AR_INJ","4010","3131.56","86.779323126151"
"17_1124_AR_INJ","17","1124_AR_INJ","4120","3129.24","91.208509684476"
"18_1124_AR_INJ","18","1124_AR_INJ","4130","3128.26","95.624013180481"
"0_112_URM_INJ","0","112_URM_INJ","0","0","0.62146303045476"
"1_112_URM_INJ","1","112_URM_INJ","170","169.99","0.62146303045476"
"2_112_URM_INJ","2","112_URM_INJ","180","179.98","2.5625587331256"
"3_112_URM_INJ","3","112_URM_INJ","200","199.92","4.439222274843"
"4_112_URM_INJ","4","112_URM_INJ","240","239.6","7.2522468650593"
"5_112_URM_INJ","5","112_URM_INJ","260","259.24","10.887482877261"
"6_112_URM_INJ","6","112_URM_INJ","280","278.68","13.590493966806"
"7_112_URM_INJ","7","112_URM_INJ","370","365.37","15.587284823461"
"8_112_URM_INJ","8","112_URM_INJ","410","403.28","18.603306771054"
"9_112_URM_INJ","9","112_URM_INJ","640","617.68","21.223735600203"
"10_112_URM_INJ","10","112_URM_INJ","2650","2485.97","21.643378619773"
"11_112_URM_INJ","11","112_URM_INJ","2680","2514.63","17.189345691805"
"12_112_URM_INJ","12","112_URM_INJ","2720","2553.37","14.419147071342"
"13_112_URM_INJ","13","112_URM_INJ","2780","2612.16","11.526229423937"
"14_112_URM_INJ","14","112_URM_INJ","2890","2720.62","9.5986383834399"
"15_112_URM_INJ","15","112_URM_INJ","3000","2829.85","6.7832889062332"
"16_112_URM_INJ","16","112_URM_INJ","3260","3089.14","4.2352495985706"
"17_112_URM_INJ","17","112_URM_INJ","3265","3094.14","0"
"0_114_URM","0","114_URM","0","0","0.82325714462954"
"1_114_URM","1","114_URM","620","619.936","0.82325714462954"
"2_114_URM","2","114_URM","630","629.924","2.80718925111"
"3_114_URM","3","114_URM","680","679.754","4.7260707156012"
"4_114_URM","4","114_URM","710","709.486","7.6642248748329"
"5_114_URM","5","114_URM","740","738.956","10.785900179224"
"6_114_URM","6","114_URM","760","758.37","13.903930407119"
"7_114_URM","7","114_URM","790","787.161","16.321480713375"
"8_114_URM","8","114_URM","820","815.541","18.915092797282"
"9_114_URM","9","114_URM","860","852.71","21.685672827925"
"10_114_URM","10","114_URM","890","879.96","24.723962840682"
"11_114_URM","11","114_URM","920","906.449","27.997672083838"
"12_114_URM","12","114_URM","2440","2243.94","28.366285762958"
"13_114_URM","13","114_URM","2790","2558.08","26.163056845719"
"14_114_URM","14","114_URM","2890","2650.61","22.286364019515"
"15_114_URM","15","114_URM","3060","2811.21","19.142508928754"
"16_114_URM","16","114_URM","3160","2907.28","16.116345905121"
"17_114_URM","17","114_URM","3230","2975.29","13.694602076622"
"18_114_URM","18","114_URM","3290","3034.14","11.235878659432"
"19_114_URM","19","114_URM","3320","3063.63","10.57984409612"
"0_1179_AR","0","1179_AR","0","0","1.1459346897142"
"1_1179_AR","1","1179_AR","50","49.99","1.1459346897142"
"2_1179_AR","2","1179_AR","60","59.99","0"
"3_1179_AR","3","1179_AR","380","379.91","1.2811992707477"
"4_1179_AR","4","1179_AR","410","409.72","6.4518354275427"
"5_1179_AR","5","1179_AR","430","429.36","10.887482877261"
"6_1179_AR","6","1179_AR","470","468.23","13.651318354744"
"7_1179_AR","7","1179_AR","550","544.85","16.714448414174"
"8_1179_AR","8","1179_AR","670","659","17.964090964162"
"9_1179_AR","9","1179_AR","2420","2294.49","20.841904017187"
"10_1179_AR","10","1179_AR","2610","2469.79","22.686115518462"
"11_1179_AR","11","1179_AR","2700","2554.75","19.265464565394"
"12_1179_AR","12","1179_AR","2780","2631.6","16.131819069714"
"13_1179_AR","13","1179_AR","2860","2708.51","15.976430971939"
"14_1179_AR","14","1179_AR","3090","2927.9","17.470897753742"
"15_1179_AR","15","1179_AR","3180","3015.01","14.559093647112"
"16_1179_AR","16","1179_AR","3190","3024.7","14.30364872164"
"17_1179_AR","17","1179_AR","3474.49","3058.52","75.546778286093"
"0_1201_AR","0","1201_AR","0","0","0.50251883959007"
"1_1201_AR","1","1201_AR","260","259.99","0.50251883959007"
"2_1201_AR","2","1201_AR","270","269.99","0"
"3_1201_AR","3","1201_AR","360","359.8","3.7236564820041"
"4_1201_AR","4","1201_AR","410","408.89","10.947985488515"
"5_1201_AR","5","1201_AR","460","456.54","17.636093620448"
"6_1201_AR","6","1201_AR","530","520.3","24.375927648913"
"7_1201_AR","7","1201_AR","2900","2630.84","27.060933400738"
"8_1201_AR","8","1201_AR","3000","2710.83","36.879445881677"
"9_1201_AR","9","1201_AR","3140","2816.34","41.09307349104"
"10_1201_AR","10","1201_AR","3220","2870.34","47.545849795599"
"11_1201_AR","11","1201_AR","3400","2984.24","50.744639421019"
"12_1201_AR","12","1201_AR","3450","3010.45","58.385596753395"
"13_1201_AR","13","1201_AR","3500","3031.7","64.849336587456"
"14_1201_AR","14","1201_AR","3570","3055.05","70.514309349977"
"15_1201_AR","15","1201_AR","3610","3064.23","76.732363546473"
"16_1201_AR","16","1201_AR","3670","3072.28","82.289564968212"
"17_1201_AR","17","1201_AR","3710","3073.8","87.82223604872"
"18_1201_AR","18","1201_AR","3880","3076.8","88.988845521895"
"19_1201_AR","19","1201_AR","3890","3077.02","88.739391147651"
"0_1202_AR","0","1202_AR","0","0","0.43311641341965"
"1_1202_AR","1","1202_AR","350","349.99","0.43311641341965"
"2_1202_AR","2","1202_AR","360","359.98","2.562558733122"
"3_1202_AR","3","1202_AR","430","429.49","6.7832889062334"
"4_1202_AR","4","1202_AR","480","478.01","13.975282859225"
"5_1202_AR","5","1202_AR","560","552.2","21.9707459727"
"6_1202_AR","6","1202_AR","650","631.15","28.690924095633"
"7_1202_AR","7","1202_AR","730","695.07","36.965284787526"
"8_1202_AR","8","1202_AR","1410","1206.42","41.237355922827"
"9_1202_AR","9","1202_AR","2800","2403.74","30.527969834484"
"10_1202_AR","10","1202_AR","3390","2937.41","25.240558726626"
"11_1202_AR","11","1202_AR","3450","2984.73","37.938916568761"
"12_1202_AR","12","1202_AR","3510","3026.44","45.959500123515"
"13_1202_AR","13","1202_AR","3548","3048.34","54.808170095839"
"14_1202_AR","14","1202_AR","3580","3063.42","61.884532627674"
"15_1202_AR","15","1202_AR","3610","3073.76","69.838550805218"
"16_1202_AR","16","1202_AR","3640","3080.24","77.525798289502"
"17_1202_AR","17","1202_AR","3650","3081.4","83.338693132513"
"18_1202_AR","18","1202_AR","3667","3082.18","87.370211570528"
"0_1205_AR","0","1205_AR","0","0","0.3698433085281"
"1_1205_AR","1","1205_AR","480","479.99","0.3698433085281"
"2_1205_AR","2","1205_AR","490","489.99","0"
"3_1205_AR","3","1205_AR","530","529.86","4.6205854084407"
"4_1205_AR","4","1205_AR","630","628.51","9.4252810576794"
"5_1205_AR","5","1205_AR","690","686.28","15.669993038957"
"6_1205_AR","6","1205_AR","2540","2416.94","20.692240668883"
"7_1205_AR","7","1205_AR","2740","2596.45","26.16212866009"
"8_1205_AR","8","1205_AR","2820","2664.56","31.63846162111"
"9_1205_AR","9","1205_AR","2850","2687.76","39.345829766211"
"10_1205_AR","10","1205_AR","2920","2736.99","45.308784627805"
"11_1205_AR","11","1205_AR","3110","2861.09","49.21988107824"
"12_1205_AR","12","1205_AR","3280","2958.57","55.011517185923"
"13_1205_AR","13","1205_AR","3370","3001.7","61.365383562804"
"14_1205_AR","14","1205_AR","3430","3025.11","67.035129716097"
"15_1205_AR","15","1205_AR","3510","3047.39","73.829299593361"
"16_1205_AR","16","1205_AR","3640","3072.66","78.791223214432"
"17_1205_AR","17","1205_AR","3690","3078.16","83.684684430643"
"18_1205_AR","18","1205_AR","3800","3082.57","87.702344335342"
"19_1205_AR","19","1205_AR","3807","3082.46","90.900399309336"
"0_1206_AR","0","1206_AR","0","0","0.44604816494767"
