"","INDEX","WELLNAME","RATE_TYPE","DATE","COMMENT","THP","THT","WCT","RATE","GAUGE_DEPTH","GAUGE_PRES","RESERVOIR_PRESSURE","GOR","GOR_FREE","FREQUENCY","WEAR_FACTOR","INTAKE_PRESSURE","DISCHARGE_PRESSURE"
"COLUMN_LABELS","Индекс","Имя_скважины","Фаза_расхода","Дата_замера","Комментарий","Устьевое_давление","Устьевая_температура","Обводненность","Расход","Глубина_замера_MD","Давление_на_глубине_замера","Пластовое_давление","Газовый_фактор","Свободный_газовый_фактор","Частота_ЭЦН","Коэффициент_деградации_НРХ","Давление_приема_ЭЦН","Перепад_давления_ЭЦН"
"61_208_URM","61","208_URM","Liquid Rate","30/09/2023","","10.8195","10","97","674","3029.81","213.808","255.681","256","0","42.5","0","213.808","2.9745"
"62_208_URM","62","208_URM","Liquid Rate","29/10/2023","","10.8195","10","97.2","693","3029.81","211.847","253.033","256","0","43.5","0","211.847","2.9745"
"0_211_UTBG","0","211_UTBG","Liquid Rate","01/07/2020","","29.4513","10","92","87","2795","184.39","209.886","768.103","0","45","0.3","184.39","262.877"
"1_211_UTBG","1","211_UTBG","Liquid Rate","","TMS is broken","","10","","","2794.64","2.9745","217.731","","0","45","0.3","2.9745","2.9745"
"2_211_UTBG","2","211_UTBG","Liquid Rate","01/03/2021","","29.4513","10","96.3","104","2794.64","137.32","217.731","150","0","49","0","137.32","2.9745"
"3_211_UTBG","3","211_UTBG","Liquid Rate","06/04/2021","","29.4513","10","94.1","102.25","2762.07","134.378","217.731","71.2776","0","49","0","134.378","2.9745"
"4_211_UTBG","4","211_UTBG","Liquid Rate","06/04/2021","","29.4513","10","94.1","102.25","2762.07","134.378","217.731","71.2776","0","49","0","134.378","2.9745"
"5_211_UTBG","5","211_UTBG","Liquid Rate","12/05/2021","","29.4513","10","94.1","102.25","2762.07","134.378","217.731","71.2776","0","49","0","134.378","2.9745"
"6_211_UTBG","6","211_UTBG","Liquid Rate","09/06/2021","","29.4513","10","95.5","103","2762.07","130.093","181.252","186.408","0","49","0","130.093","2.9745"
"7_211_UTBG","7","211_UTBG","Liquid Rate","23/07/2021","","28.4707","10","95","100","2762.07","129.475","178.506","163.8","0","49","0","129.475","2.9745"
"8_211_UTBG","8","211_UTBG","Liquid Rate","05/08/2021","","27.4901","10","93.9","104","2762.07","126.533","174.583","206.1","0","49","0","126.533","2.9745"
"9_211_UTBG","9","211_UTBG","Liquid Rate","21/08/2021","","28.4707","10","97.2","108","2762.07","126.778","174.583","1001.2","0","49","0","126.778","2.9745"
"10_211_UTBG","10","211_UTBG","Liquid Rate","21/10/2021","","28.4707","10","99","110.333","2762.07","124.572","174.583","628.097","0","49","0","124.572","2.9745"
"11_211_UTBG","11","211_UTBG","Liquid Rate","29/11/2021","","30.4319","10","96.8","92.3333","2762.07","124.572","217.731","603.114","0","49","0.2","124.572","2.9745"
"12_211_UTBG","12","211_UTBG","Liquid Rate","26/12/2021","","28.2255","10","96.5","96","9061.91","123.591","115.741","32.2917","0","49","0.2","123.591","2.9745"
"13_211_UTBG","13","211_UTBG","Liquid Rate","28/02/2022","","32.148","10","96.3","92","2762.07","120.649","173.603","1537.31","0","49","0.2","120.649","2.9745"
"14_211_UTBG","14","211_UTBG","Liquid Rate","02/04/2022","","30.4319","10","96.1","92.6667","2762.07","117.707","173.603","140.288","0","49","0.2","117.707","2.9745"
"15_211_UTBG","15","211_UTBG","Liquid Rate","07/05/2022","","35.5802","10","98.1","87","2762.07","115.746","162.816","217.181","0","49","0.2","115.746","2.9745"
"0_212_URM","0","212_URM","Liquid Rate","29/11/2021","new pump","11.8001","10","92","77","3454","74.5599","153","3894.64","0","52.4","0.23","74.5599","2.9745"
"1_212_URM","1","212_URM","Liquid Rate","30/05/2022","","11.3098","10","95.2","83","3454","50.0444","151.036","2939.38","0","52.15","0.09","50.0444","2.9745"
"2_212_URM","2","212_URM","Liquid Rate","28/06/2022","","11.8001","10","94.2","80","3454","52.9862","151.049","2345.91","0","52.05","0.12","52.9862","2.9745"
"3_212_URM","3","212_URM","Liquid Rate","05/07/2022","","11.3098","10","94.8","80","3454","50.0444","151.049","2671.63","0","52.1","0.1","50.0444","2.9745"
"4_212_URM","4","212_URM","Liquid Rate","31/05/2023","","10.8195","10","93.5","91","3421.63","97.1143","183.409","2094.34","0","50","0.2","97.1143","2.9745"
"5_212_URM","5","212_URM","Liquid Rate","26/06/2023","","12.7807","10","96.4","83","3421.63","79.6592","183.409","4993.14","0","50","0.15","79.6592","2.9745"
"6_212_URM","6","212_URM","Liquid Rate","27/07/2023","","13.7613","10","90.9","79","3421.63","69.2646","206.944","2978.3","0","50","0.15","69.2646","2.9745"
"7_212_URM","7","212_URM","Liquid Rate","30/08/2023","","13.7613","10","94","93","3421.63","50.5347","206.944","4418.82","0","55","0.18","50.5347","2.9745"
"8_212_URM","8","212_URM","Liquid Rate","09/10/2023","","10.8195","10","95.4","93","3421.63","47.1025","206.944","3316.39","0","55","0.17","47.1025","2.9745"
"9_212_URM","9","212_URM","Liquid Rate","24/10/2023","","10.8195","10","95.6","93","3421.63","47.887","195.177","3058.41","0","55","0.17","47.887","2.9745"
"0_213_URM","0","213_URM","Liquid Rate","01/02/2023","","12","10","86.5","62.5","3508.6","51.8","163","1874.73","0","48","0.08","51.8","2"
"1_213_URM","1","213_URM","Liquid Rate","01/02/2023","","12.7807","10","86.5","62.5","3508.6","51.8095","160.855","1874.73","0","48","0.08","51.8095","2.9745"
"2_213_URM","2","213_URM","Liquid Rate","05/03/2023","","12.7807","10","94.7","64","3508.6","50.8289","160.855","5731.43","0","48","0.19","50.8289","2.9745"
"3_213_URM","3","213_URM","Liquid Rate","12/03/2023","","10.8195","10","95.9","67.5","3508.6","51.6134","160.855","6543.45","0","48","0.2","51.6134","2.9745"
"4_213_URM","4","213_URM","Liquid Rate","12/03/2023","","10.8195","10","95.9","67.5","3508.6","51.6134","160.855","6543.45","0","48","0.2","51.6134","2.9745"
"5_213_URM","5","213_URM","Liquid Rate","12/03/2023","","10.8195","10","98","67.5","3508.6","51.6134","160.855","13414.1","0","48","0.2","51.6134","2.9745"
"6_213_URM","6","213_URM","Liquid Rate","12/03/2023","","10.8195","10","96.9","67.5","3508.6","51.6134","160.855","8654.24","0","48","0.206","51.6134","2.9745"
"7_213_URM","7","213_URM","Liquid Rate","01/06/2023","","10.8195","10","97.7","65.5","3508.6","55.3397","156.148","13493.9","0","47","0.25","55.3397","2.9745"
"0_214_UTBG","0","214_UTBG","Liquid Rate","24/08/2020","TM measuremets","29.4513","10","91","106.4","2966.3","65.901","109.862","990.079","0","53","0.06","65.901","268.465"
"1_214_UTBG","1","214_UTBG","Liquid Rate","13/03/2022","","30.4319","10","96.1","107","2939.07","104.959","103.979","35","0","51","0","104.959","2.9745"
"2_214_UTBG","2","214_UTBG","Liquid Rate","03/04/2022","","30.4319","10","96.3","104.5","2939.07","98.0949","121.63","263.934","0","51","0","98.0949","2.9745"
"3_214_UTBG","3","214_UTBG","Liquid Rate","03/04/2022","","30.4319","10","96.3","104.5","2939.07","98.0949","121.63","263.934","0","51","0","98.0949","2.9745"
"4_214_UTBG","4","214_UTBG","Liquid Rate","09/05/2022","","36.0705","10","98.3","98.5","2939.07","92.2112","140.262","390.863","0","51","0","92.2112","2.9745"
"5_214_UTBG","5","214_UTBG","Liquid Rate","29/06/2022","","29.4513","10","96.3","99.5","2939.07","87.308","109.862","346.055","0","51","0.01","87.308","2.9745"
"6_214_UTBG","6","214_UTBG","Liquid Rate","29/07/2022","","29.4513","10","97.4","101.5","2939.07","85.3468","140.262","365.669","0","51","0","85.3468","2.9745"
"7_214_UTBG","7","214_UTBG","Liquid Rate","01/09/2022","","27.4901","10","98","107","2939.07","85.3468","140.262","1339.95","0","51","0","85.3468","2.9745"
"8_214_UTBG","8","214_UTBG","Liquid Rate","02/09/2022","","26.5094","10","98","106.667","2939.07","85.3468","140.262","1344.14","0","51","0","85.3468","2.9745"
"9_214_UTBG","9","214_UTBG","Liquid Rate","03/09/2022","","26.5094","10","98","100","2939.07","85.3468","140.262","1433.75","0","51","0","85.3468","2.9745"
"10_214_UTBG","10","214_UTBG","Liquid Rate","04/09/2022","","26.5094","10","98","103.333","2939.07","85.3468","140.262","1387.5","0","51","0","85.3468","2.9745"
"11_214_UTBG","11","214_UTBG","Liquid Rate","05/09/2022","","26.5094","10","98","99.5","2939.07","85.3468","140.262","1440.95","0","51","0","85.3468","2.9745"
"12_214_UTBG","12","214_UTBG","Liquid Rate","06/09/2022","","26.5094","10","98","98","2939.07","85.3468","140.262","1463.01","0","51","0","85.3468","2.9745"
"13_214_UTBG","13","214_UTBG","Liquid Rate","07/09/2022","","26.0191","10","98","101","2939.07","85.3468","140.262","1419.55","0","51","0","85.3468","2.9745"
"14_214_UTBG","14","214_UTBG","Liquid Rate","08/09/2022","","26.9998","10","98","101","2939.07","84.8565","140.262","1419.55","0","51","0","84.8565","2.9745"
"15_214_UTBG","15","214_UTBG","Liquid Rate","09/09/2022","","27.4901","10","98","102","2939.07","84.3662","140.262","1405.64","0","51","0","84.3662","2.9745"
"16_214_UTBG","16","214_UTBG","Liquid Rate","10/09/2022","","27.4901","10","98","107.5","2939.07","84.3662","140.262","1333.72","0","51","0","84.3662","2.9745"
"17_214_UTBG","17","214_UTBG","Liquid Rate","11/09/2022","","27.4901","10","98","114","2939.07","84.3662","140.262","1257.68","0","51","0","84.3662","2.9745"
"18_214_UTBG","18","214_UTBG","Liquid Rate","12/09/2022","","27.4901","10","99.2","112.333","2939.07","84.3662","140.262","3190.84","0","51","0","84.3662","2.9745"
"19_214_UTBG","19","214_UTBG","Liquid Rate","13/09/2022","","27.9804","10","99.2","117.5","2939.07","84.3662","140.262","3050.53","0","51","0","84.3662","2.9745"
"20_214_UTBG","20","214_UTBG","Liquid Rate","14/09/2022","","28.4707","10","99.2","112","2939.07","84.3662","140.262","3200.33","0","51","0","84.3662","2.9745"
"21_214_UTBG","21","214_UTBG","Liquid Rate","15/09/2022","","26.5094","10","99.2","113","2939.07","84.3662","140.262","3172.01","0","51","0","84.3662","2.9745"
"22_214_UTBG","22","214_UTBG","Liquid Rate","16/09/2022","","27.2449","10","99.2","116.333","2939.07","84.3662","140.262","3081.12","0","51","0","84.3662","2.9745"
"23_214_UTBG","23","214_UTBG","Liquid Rate","17/09/2022","","27.9804","10","99.2","114.5","2939.07","84.3662","140.262","3130.46","0","51","0","84.3662","2.9745"
"24_214_UTBG","24","214_UTBG","Liquid Rate","18/09/2022","","27.4901","10","99.2","121.5","2939.07","84.3662","140.262","2950.1","0","51","0","84.3662","2.9745"
"25_214_UTBG","25","214_UTBG","Liquid Rate","19/09/2022","","27.4901","10","99.2","116","2939.07","84.3662","140.262","3089.98","0","51","0","84.3662","2.9745"
"26_214_UTBG","26","214_UTBG","Liquid Rate","20/09/2022","","27.4901","10","99.2","122.667","2939.07","84.3662","140.262","2922.04","0","51","0","84.3662","2.9745"
"27_214_UTBG","27","214_UTBG","Liquid Rate","21/09/2022","","27.4901","10","96.6","124.5","2939.07","84.3662","140.262","677.416","0","51","0","84.3662","2.9745"
"28_214_UTBG","28","214_UTBG","Liquid Rate","22/09/2022","","27.4901","10","96.6","123","2939.07","84.3662","140.262","685.677","0","51","0","84.3662","2.9745"
"29_214_UTBG","29","214_UTBG","Liquid Rate","23/09/2022","","27.4901","10","96.6","118.5","2939.07","84.3662","140.262","711.715","0","51","0","84.3662","2.9745"
"30_214_UTBG","30","214_UTBG","Liquid Rate","24/09/2022","","27.2449","10","96.6","123.333","2939.07","84.3662","140.262","683.824","0","51","0","84.3662","2.9745"
"31_214_UTBG","31","214_UTBG","Liquid Rate","25/09/2022","","26.9998","10","96.6","121.5","2939.07","84.3662","140.262","694.142","0","51","0","84.3662","2.9745"
"32_214_UTBG","32","214_UTBG","Liquid Rate","26/09/2022","","27.8169","10","96.6","128.5","2939.07","84.3662","140.262","656.329","0","51","0","84.3662","2.9745"
"33_214_UTBG","33","214_UTBG","Liquid Rate","01/09/2022","","27.4901","10","98","107","2939.07","85.3468","140.262","1339.95","0","51","0","85.3468","2.9745"
"34_214_UTBG","34","214_UTBG","Liquid Rate","02/09/2022","","26.5094","10","98","106.667","2939.07","85.3468","140.262","1344.14","0","51","0","85.3468","2.9745"
"35_214_UTBG","35","214_UTBG","Liquid Rate","03/09/2022","","26.5094","10","98","100","2939.07","85.3468","140.262","1433.75","0","51","0","85.3468","2.9745"
"36_214_UTBG","36","214_UTBG","Liquid Rate","04/09/2022","","26.5094","10","98","103.333","2939.07","85.3468","140.262","1387.5","0","51","0","85.3468","2.9745"
"37_214_UTBG","37","214_UTBG","Liquid Rate","05/09/2022","","26.5094","10","98","99.5","2939.07","85.3468","140.262","1440.95","0","51","0","85.3468","2.9745"
"38_214_UTBG","38","214_UTBG","Liquid Rate","06/09/2022","","26.5094","10","98","98","2939.07","85.3468","140.262","1463.01","0","51","0","85.3468","2.9745"
"39_214_UTBG","39","214_UTBG","Liquid Rate","07/09/2022","","26.0191","10","98","101","2939.07","85.3468","140.262","1419.55","0","51","0","85.3468","2.9745"
"40_214_UTBG","40","214_UTBG","Liquid Rate","08/09/2022","","26.9998","10","98","101","2939.07","84.8565","140.262","1419.55","0","51","0","84.8565","2.9745"
"41_214_UTBG","41","214_UTBG","Liquid Rate","09/09/2022","","27.4901","10","98","102","2939.07","84.3662","140.262","1405.64","0","51","0","84.3662","2.9745"
"42_214_UTBG","42","214_UTBG","Liquid Rate","10/09/2022","","27.4901","10","98","107.5","2939.07","84.3662","140.262","1333.72","0","51","0","84.3662","2.9745"
"43_214_UTBG","43","214_UTBG","Liquid Rate","11/09/2022","","27.4901","10","98","114","2939.07","84.3662","140.262","1257.68","0","51","0","84.3662","2.9745"
"44_214_UTBG","44","214_UTBG","Liquid Rate","12/09/2022","","27.4901","10","99.2","112.333","2939.07","84.3662","140.262","3190.84","0","51","0","84.3662","2.9745"
"45_214_UTBG","45","214_UTBG","Liquid Rate","13/09/2022","","27.9804","10","99.2","117.5","2939.07","84.3662","140.262","3050.53","0","51","0","84.3662","2.9745"
"46_214_UTBG","46","214_UTBG","Liquid Rate","14/09/2022","","28.4707","10","99.2","112","2939.07","84.3662","140.262","3200.33","0","51","0","84.3662","2.9745"
"47_214_UTBG","47","214_UTBG","Liquid Rate","15/09/2022","","26.5094","10","99.2","113","2939.07","84.3662","140.262","3172.01","0","51","0","84.3662","2.9745"
"48_214_UTBG","48","214_UTBG","Liquid Rate","16/09/2022","","27.2449","10","99.2","116.333","2939.07","84.3662","140.262","3081.12","0","51","0","84.3662","2.9745"
"49_214_UTBG","49","214_UTBG","Liquid Rate","17/09/2022","","27.9804","10","99.2","114.5","2939.07","84.3662","140.262","3130.46","0","51","0","84.3662","2.9745"
"50_214_UTBG","50","214_UTBG","Liquid Rate","18/09/2022","","27.4901","10","99.2","121.5","2939.07","84.3662","140.262","2950.1","0","51","0","84.3662","2.9745"
"51_214_UTBG","51","214_UTBG","Liquid Rate","19/09/2022","","27.4901","10","99.2","116","2939.07","84.3662","140.262","3089.98","0","51","0","84.3662","2.9745"
"52_214_UTBG","52","214_UTBG","Liquid Rate","20/09/2022","","27.4901","10","99.2","122.667","2939.07","84.3662","140.262","2922.04","0","51","0","84.3662","2.9745"
"53_214_UTBG","53","214_UTBG","Liquid Rate","21/09/2022","","27.4901","10","96.6","124.5","2939.07","84.3662","140.262","677.416","0","51","0","84.3662","2.9745"
"54_214_UTBG","54","214_UTBG","Liquid Rate","22/09/2022","","27.4901","10","96.6","123","2939.07","84.3662","140.262","685.677","0","51","0","84.3662","2.9745"
"55_214_UTBG","55","214_UTBG","Liquid Rate","23/09/2022","","27.4901","10","96.6","118.5","2939.07","84.3662","140.262","711.715","0","51","0","84.3662","2.9745"
"56_214_UTBG","56","214_UTBG","Liquid Rate","24/09/2022","","27.2449","10","96.6","123.333","2939.07","84.3662","140.262","683.824","0","51","0","84.3662","2.9745"
"57_214_UTBG","57","214_UTBG","Liquid Rate","25/09/2022","","26.9998","10","96.6","121.5","2939.07","84.3662","140.262","694.142","0","51","0","84.3662","2.9745"
"58_214_UTBG","58","214_UTBG","Liquid Rate","26/09/2022","","27.8169","10","96.6","128.5","2939.07","84.3662","140.262","656.329","0","51","0","84.3662","2.9745"
"59_214_UTBG","59","214_UTBG","Liquid Rate","01/09/2022","","27.4901","10","98","107","2939.07","85.3468","140.262","1339.95","0","51","0","85.3468","2.9745"
"60_214_UTBG","60","214_UTBG","Liquid Rate","02/09/2022","","26.5094","10","98","106.667","2939.07","85.3468","140.262","1344.14","0","51","0","85.3468","2.9745"
"61_214_UTBG","61","214_UTBG","Liquid Rate","03/09/2022","","26.5094","10","98","100","2939.07","85.3468","140.262","1433.75","0","51","0","85.3468","2.9745"
"62_214_UTBG","62","214_UTBG","Liquid Rate","04/09/2022","","26.5094","10","98","103.333","2939.07","85.3468","140.262","1387.5","0","51","0","85.3468","2.9745"
"63_214_UTBG","63","214_UTBG","Liquid Rate","05/09/2022","","26.5094","10","98","99.5","2939.07","85.3468","140.262","1440.95","0","51","0","85.3468","2.9745"
"64_214_UTBG","64","214_UTBG","Liquid Rate","06/09/2022","","26.5094","10","98","98","2939.07","85.3468","140.262","1463.01","0","51","0","85.3468","2.9745"
"65_214_UTBG","65","214_UTBG","Liquid Rate","07/09/2022","","26.0191","10","98","101","2939.07","85.3468","140.262","1419.55","0","51","0","85.3468","2.9745"
"66_214_UTBG","66","214_UTBG","Liquid Rate","08/09/2022","","26.9998","10","98","101","2939.07","84.8565","140.262","1419.55","0","51","0","84.8565","2.9745"
"67_214_UTBG","67","214_UTBG","Liquid Rate","09/09/2022","","27.4901","10","98","102","2939.07","84.3662","140.262","1405.64","0","51","0","84.3662","2.9745"
"68_214_UTBG","68","214_UTBG","Liquid Rate","10/09/2022","","27.4901","10","98","107.5","2939.07","84.3662","140.262","1333.72","0","51","0","84.3662","2.9745"
"69_214_UTBG","69","214_UTBG","Liquid Rate","11/09/2022","","27.4901","10","98","114","2939.07","84.3662","140.262","1257.68","0","51","0","84.3662","2.9745"
"70_214_UTBG","70","214_UTBG","Liquid Rate","12/09/2022","","27.4901","10","99.2","112.333","2939.07","84.3662","140.262","3190.84","0","51","0","84.3662","2.9745"
"71_214_UTBG","71","214_UTBG","Liquid Rate","13/09/2022","","27.9804","10","99.2","117.5","2939.07","84.3662","140.262","3050.53","0","51","0","84.3662","2.9745"
"72_214_UTBG","72","214_UTBG","Liquid Rate","14/09/2022","","28.4707","10","99.2","112","2939.07","84.3662","140.262","3200.33","0","51","0","84.3662","2.9745"
"73_214_UTBG","73","214_UTBG","Liquid Rate","15/09/2022","","26.5094","10","99.2","113","2939.07","84.3662","140.262","3172.01","0","51","0","84.3662","2.9745"
"74_214_UTBG","74","214_UTBG","Liquid Rate","16/09/2022","","27.2449","10","99.2","116.333","2939.07","84.3662","140.262","3081.12","0","51","0","84.3662","2.9745"
"75_214_UTBG","75","214_UTBG","Liquid Rate","17/09/2022","","27.9804","10","99.2","114.5","2939.07","84.3662","140.262","3130.46","0","51","0","84.3662","2.9745"
"76_214_UTBG","76","214_UTBG","Liquid Rate","18/09/2022","","27.4901","10","99.2","121.5","2939.07","84.3662","140.262","2950.1","0","51","0","84.3662","2.9745"
"77_214_UTBG","77","214_UTBG","Liquid Rate","19/09/2022","","27.4901","10","99.2","116","2939.07","84.3662","140.262","3089.98","0","51","0","84.3662","2.9745"
"78_214_UTBG","78","214_UTBG","Liquid Rate","20/09/2022","","27.4901","10","99.2","122.667","2939.07","84.3662","140.262","2922.04","0","51","0","84.3662","2.9745"
"79_214_UTBG","79","214_UTBG","Liquid Rate","21/09/2022","","27.4901","10","96.6","124.5","2939.07","84.3662","140.262","677.416","0","51","0","84.3662","2.9745"
"80_214_UTBG","80","214_UTBG","Liquid Rate","22/09/2022","","27.4901","10","96.6","123","2939.07","84.3662","140.262","685.677","0","51","0","84.3662","2.9745"
"81_214_UTBG","81","214_UTBG","Liquid Rate","23/09/2022","","27.4901","10","96.6","118.5","2939.07","84.3662","140.262","711.715","0","51","0","84.3662","2.9745"
"82_214_UTBG","82","214_UTBG","Liquid Rate","24/09/2022","","27.2449","10","96.6","123.333","2939.07","84.3662","140.262","683.824","0","51","0","84.3662","2.9745"
"83_214_UTBG","83","214_UTBG","Liquid Rate","25/09/2022","","26.9998","10","96.6","121.5","2939.07","84.3662","140.262","694.142","0","51","0","84.3662","2.9745"
"84_214_UTBG","84","214_UTBG","Liquid Rate","26/09/2022","","27.8169","10","96.6","128.5","2939.07","84.3662","140.262","656.329","0","51","0","84.3662","2.9745"
"85_214_UTBG","85","214_UTBG","Liquid Rate","29/11/2022","","28.1438","10","87.9","106","2939.07","82.4049","140.262","148.916","0","51","0","82.4049","2.9745"
"86_214_UTBG","86","214_UTBG","Liquid Rate","06/01/2023","","27.6862","10","88.3","92.5","2939.07","79.4631","129.475","282.144","0","51","0.05","79.4631","2.9745"
"87_214_UTBG","87","214_UTBG","Liquid Rate","30/01/2023","","27.9804","10","96.2","91","2939.07","77.5018","123.591","256","0","51","0.05","77.5018","2.9745"
"88_214_UTBG","88","214_UTBG","Liquid Rate","08/03/2023","","31.6087","10","96.6","100","2939.07","75.5406","123.591","256","0","51","0","75.5406","2.9745"
"89_214_UTBG","89","214_UTBG","Liquid Rate","02/04/2023","","26.3133","10","95.8","94","2939.07","75.5406","123.591","310.588","0","51","0.085","75.5406","2.9745"
"0_221_URM","0","221_URM","Liquid Rate","01/07/2020","","14.741969148","9.999999","96.400001526","78.000000027","3210.000009375","144.184145061","173.602824179","442.307682715","0","58","0.439999998","144.184145061","293.511199524"
"0_229_URM","0","229_URM","Liquid Rate","09/06/2020","","8.85823","10","31","8","2932","37.2963","178.506","796.558","0","52.5","0.3","37.2963","363.345"
"1_229_URM","1","229_URM","Liquid Rate","01/02/2021","","9.83886","10","62.9","80","2931.76","36.3157","154.971","1416","0","51","0.18","36.3157","2.9745"
"2_229_URM","2","229_URM","Liquid Rate","23/03/2021","","10.8195","10","67.2","122","2931.76","27.4901","154.971","598.301","0","52","0","27.4901","2.9745"
"3_229_URM","3","229_URM","Liquid Rate","01/03/2021","Calculation Pump Intake Pressure","10.8195","10","67.2","122","2931.76","38.2769","164.777","598.301","0","52","0","38.2769","2.9745"
"4_229_URM","4","229_URM","Liquid Rate","26/03/2021","","10.8195","10","67.2","104","2931.76","25.5288","164.777","795.966","0","52","0.05","25.5288","2.9745"
"5_229_URM","5","229_URM","Liquid Rate","06/04/2021","","10.8195","10","72.8","96","2931.76","21.6063","164.777","874.847","0","52","0.1","21.6063","2.9745"
"6_229_URM","6","229_URM","Liquid Rate","14/05/2021","","9.83886","10","47.6","92","2905.96","19.6451","147.099","524.311","0","52","0.13","19.6451","2.9745"
"7_229_URM","7","229_URM","Liquid Rate","09/06/2021","","9.83886","10","39.1","92","2905.96","21.6063","147.099","451.132","0","52","0.13","21.6063","2.9745"
"8_229_URM","8","229_URM","Liquid Rate","23/07/2021","","10.8195","10","68","96","2905.96","21.6063","147.099","1021.68","0","54","0.2","21.6063","2.9745"
"9_229_URM","9","229_URM","Liquid Rate","05/08/2021","","9.83886","10","62.8","99.2","2905.96","27.4901","141.242","788.458","0","54","0.2","27.4901","2.9745"
"10_229_URM","10","229_URM","Liquid Rate","26/08/2021","","10.3292","10","26.4","84","2931.76","27.4901","141.242","447.682","0","54","0.255","27.4901","2.9745"
"11_229_URM","11","229_URM","Liquid Rate","16/08/2021","","10.8195","10","61.5333","112","2931.76","31.5106","141.242","897.066","0","54","0.11","31.5106","2.9745"
"12_229_URM","12","229_URM","Liquid Rate","06/10/2021","","9.83886","10","37.9","104","2931.76","16.7032","139.256","432.677","0","54","0.11","16.7032","2.9745"
"13_229_URM","13","229_URM","Liquid Rate","24/08/2022","","10.8195","10","47","120","2905.96","44.1606","164.777","242.642","0","53.5","0.01","44.1606","2.9745"
"14_229_URM","14","229_URM","Liquid Rate","30/10/2022","","10.8195","10","53.4","136","2905.96","45.6316","164.777","223.176","0","53.5","-0.27","45.6316","2.9745"
"0_230_URM","0","230_URM","Liquid Rate","08/08/2020","","49.063759348","9.999999","54","9.999999988","1999.99996875","1.013253489","280.490679857","9052.999871875","0","","","",""
"0_231_URM","0","231_URM","","","","","","","","","","","","","","","",""
"0_234_URM","0","234_URM","Liquid Rate","10/06/2020","","8.85823","10","92.1","4","2901.1","31.4126","237.343","1420.89","0","50","0","31.4126","2.9745"
"1_234_URM","1","234_URM","Liquid Rate","16/06/2020","","8.85823","10","90.1","4","2901.1","31.4126","237.343","729.798","0","50","0","31.4126","2.9745"
"2_234_URM","2","234_URM","Liquid Rate","24/06/2020","","8.85823","10","91.3","4","2901.1","31.4126","237.343","620.69","0","50","-0.4","31.4126","250.801"
"0_235_URM","0","235_URM","Liquid Rate","10/02/2020","TM measuremets","10.8195","10","93.3","63.15","3396.38","39.2575","118.688","1188.12","0","49","0.02","39.2575","2.9745"
"1_235_URM","1","235_URM","Liquid Rate","17/02/2020","TM measuremets","10.8195","10","90","62.46","3396.38","39.434","118.688","967.339","0","49","0.02","39.434","2.9745"
"2_235_URM","2","235_URM","Liquid Rate","23/02/2020","TM measuremets","10.8195","10","88","62.91","3396.38","39.1202","118.688","819.292","0","49.01","0.02","39.1202","2.9745"
"3_235_URM","3","235_URM","Liquid Rate","01/03/2020","TM measuremets","12.7807","10","91.4","62.27","3396.38","38.7084","118.688","1194.54","0","49","0.02","38.7084","2.9745"
"4_235_URM","4","235_URM","Liquid Rate","10/03/2020","TM measuremets","12.7807","10","90.8","61.19","3396.38","38.1396","118.688","1092.46","0","49","0.02","38.1396","2.9745"
"5_235_URM","5","235_URM","Liquid Rate","16/03/2020","TM measuremets","12.7807","10","87.9","61.38","3396.38","37.9827","118.688","846.104","0","49.02","0.02","37.9827","2.9745"
"6_235_URM","6","235_URM","Liquid Rate","23/03/2020","TM measuremets","10.8195","10","79.9","60.83","3396.38","37.7768","118.688","513.134","0","49.01","0.02","37.7768","2.9745"
"7_235_URM","7","235_URM","Liquid Rate","01/04/2020","","10.8195","10","79.9","61","3396.38","37.5218","118.688","496.534","0","49.18","0.02","37.5218","2.9745"
"8_235_URM","8","235_URM","Liquid Rate","10/04/2020","TM measuremets","10.8195","10","88","60.57","3396.38","37.3355","118.688","859.749","0","49.06","0.02","37.3355","2.9745"
"9_235_URM","9","235_URM","Liquid Rate","16/04/2020","TM measuremets","9.83886","10","87.2","61.41","3396.38","37.2963","118.688","796.262","0","49.16","0.02","37.2963","2.9745"
"10_235_URM","10","235_URM","Liquid Rate","24/04/2020","","10.8195","10","86.1","60","3396.38","37.1394","118.688","739.808","0","49.49","0.02","37.1394","2.9745"
"11_235_URM","11","235_URM","Liquid Rate","02/05/2020","TM measuremets","12.7807","10","66.1","62.75","3396.38","37.2963","118.688","292.541","0","49.8","0.02","37.2963","2.9745"
"12_235_URM","12","235_URM","Liquid Rate","10/05/2020","TM measuremets","8.85823","10","71.2","62.77","3396.38","39.1202","118.688","285.943","0","49.56","0.02","39.1202","2.9745"
"13_235_URM","13","235_URM","Liquid Rate","16/05/2020","TM measuremets","9.83886","10","68.2","63.33","3396.38","39.336","118.688","346.592","0","49.43","0.02","39.336","2.9745"
"14_235_URM","14","235_URM","Liquid Rate","24/05/2020","TM measuremets","9.83886","10","73.6","62.1","3396.38","38.2769","118.688","389.218","0","49.63","0.02","38.2769","2.9745"
"15_235_URM","15","235_URM","Liquid Rate","01/06/2020","TM measuremets","10.8195","10","73.6","58.24","3396.38","37.6101","118.688","435.892","0","49.43","0.02","37.6101","2.9745"
